10.1796	0.07679
10.7784	0.078068
10.7784	0.0793673
11.3772	0.0820311
11.3772	0.0876299
11.976	0.0920784
12.5749	0.0983629
13.1737	0.105076
13.7725	0.112248
14.3713	0.117946
14.9701	0.125996
15.5689	0.134596
13.7725	0.108603
12.5749	0.0936108
16.1677	0.136836
16.1677	0.141429
16.1677	0.146175
16.7665	0.148608
16.7665	0.156152
16.7665	0.164079
17.3653	0.16681
17.3653	0.172409
17.9641	0.178195
17.9641	0.184176
17.9641	0.190357
18.5629	0.193526
18.5629	0.200021
19.1617	0.20335
19.1617	0.206734
19.1617	0.210175
19.1617	0.213673
19.7605	0.217229
19.7605	0.22452
19.7605	0.232055
19.7605	0.239844
20.3593	0.243835
20.3593	0.252019
20.3593	0.260478
20.9581	0.264813
20.9581	0.26922
21.5569	0.273701
21.5569	0.282887
21.5569	0.292381
22.1557	0.292381
22.1557	0.297248
22.7545	0.307224
22.7545	0.312337
23.3533	0.32282
23.3533	0.328193
23.3533	0.339208
23.9521	0.344853
23.9521	0.350593
23.9521	0.356428
23.9521	0.36839
24.5509	0.374521
25.1497	0.380755
25.1497	0.387091
25.1497	0.400083
25.7485	0.406742
26.3473	0.420393
26.3473	0.434503
26.9461	0.449086
26.9461	0.464159
27.5449	0.479737
28.1437	0.495839
28.7425	0.52101
29.3413	0.547459
29.9401	0.565833
30.5389	0.594557
31.1377	0.624739
31.7365	0.645708
32.3353	0.667379
32.9341	0.701258
33.5329	0.724795
34.1317	0.749121
34.7305	0.774264
35.3293	0.813569
36.5269	0.840875
37.1257	0.869097
37.7246	0.898266
38.3234	0.928415
39.521	0.959575
40.1198	0.991781
40.7186	1.02507
41.3174	1.04213
41.9162	1.07711
42.515	1.11326
42.515	1.13178
43.1138	1.15062
43.7126	1.16977
44.3114	1.20903
44.9102	1.24961
45.509	1.27041
46.1078	1.31304
46.7066	1.35711
47.9042	1.3797
48.503	1.42601
49.1018	1.4984
49.7006	1.54869
50.8982	1.60067
51.497	1.65439
52.6946	1.70992
53.2934	1.76731
54.491	1.82662
55.6886	1.91935
56.8862	1.98377
57.485	2.05035
58.6826	2.08447
59.2814	2.15443
60.479	2.22674
61.0778	2.30148
62.2754	2.37872
62.8743	2.41831
64.0719	2.45856
64.6707	2.54108
65.2695	2.62636
65.8683	2.67007
67.0659	2.75969
68.2635	2.80562
68.8623	2.89978
70.0599	2.94804
70.6587	2.99711
71.8563	3.0977
73.0539	3.14926
73.6527	3.25495
74.2515	3.30913
75.4491	3.42019
76.6467	3.47711
77.8443	3.59381
79.0419	3.71443
80.2395	3.77625
81.4371	3.90299
83.2335	3.96795
84.4311	4.10113
85.6287	4.16938
86.8263	4.30932
88.6228	4.38104
89.8204	4.52808
91.018	4.60344
92.2156	4.68005
94.012	4.75794
95.2096	4.91763
96.4072	4.99948
97.6048	5.08268
98.8024	5.16728
100	5.25327
101.796	5.3407
102.994	5.3407
104.192	5.51995
105.988	5.51995
107.186	5.61182
108.982	5.70522
110.18	5.8967
112.575	5.8967
113.772	6.09461
115.569	6.19605
117.964	6.29917
120.958	6.51059
123.353	6.7291
125.15	6.7291
126.946	6.95495
128.743	7.0707
131.737	7.18838
132.934	7.42964
134.731	7.42964
136.527	7.55329
138.922	7.679
140.12	7.93673
141.916	8.06882
143.713	8.20311
144.91	8.33963
147.904	8.47843
150.299	8.76299
152.695	8.76299
153.892	8.90883
155.689	9.0571
157.485	9.36108
159.281	9.36108
161.078	9.51688
162.275	9.67527
164.072	9.67527
165.269	9.83629
167.066	10
168.263	10.1664
170.06	10.3356
171.856	10.3356
174.251	10.5076
176.647	10.8603
178.443	11.0411
180.838	11.0411
182.635	11.4116
185.03	11.4116
187.425	11.6016
190.419	11.7946
192.814	12.1905
196.407	12.1905
191.617	11.9909
195.21	12.1905
198.802	12.5996
197.006	12.5996
200.599	12.5996
202.395	12.8093
205.389	13.2393
208.383	13.4596
211.377	13.6836
214.371	13.9113
217.365	14.1429
219.162	14.3783
222.156	14.6175
225.15	14.8608
229.341	14.8608
231.737	15.3596
234.132	15.3596
236.527	15.6152
240.12	15.8751
243.114	16.1393
244.91	16.4079
247.305	16.4079
249.102	16.681
250.898	16.9586
253.892	16.9586
255.689	17.2409
257.485	17.2409
259.88	17.5278
261.677	17.5278
264.671	18.1161
263.473	17.8195
266.467	18.1161
268.862	18.1161
270.06	18.4176
273.054	18.7241
275.449	18.7241
277.844	19.0357
279.641	19.3526
282.036	19.3526
284.431	19.3526
286.228	19.6746
288.024	19.6746
289.82	20.0021
291.617	20.335
292.814	20.335
295.808	20.335
297.605	20.335
299.401	20.6734
294.611	20.335
